order_id,customer_id,restaurant_id,order_timestamp,order_status,order_amount,tip_amount,items_count,payment_method,weather,traffic_condition
ORD_005741,CUST_01038,REST_0119,2025-01-15 18:32:01,Delivered,1419.05,53.35,4,UPI,Clear,Low
ORD_005742,CUST_00994,REST_0006,2025-01-08 08:34:17,Failed,111.38,0.0,1,Wallet,Clear,Medium
ORD_005743,CUST_00910,REST_0141,2025-03-31 13:27:19,Cancelled,724.56,0.0,5,UPI,Cloudy,High
ORD_005744,CUST_00620,REST_0012,2025-04-26 18:58:03,Delivered,2479.74,548.46,4,Credit Card,Clear,Medium
ORD_005745,CUST_00557,REST_0139,2025-02-05 10:44:12,Delivered,183.94,8.61,5,Wallet,Clear,Low
ORD_005746,CUST_00850,REST_0023,2025-06-29 07:06:16,Delivered,249.49,10.41,2,UPI,Rain,Medium
ORD_005747,CUST_00098,REST_0187,2025-04-16 12:54:58,Delivered,80.0,5.84,1,UPI,Rain,High
ORD_005748,CUST_01316,REST_0109,2025-04-28 15:33:21,Delivered,434.39,4.94,3,UPI,Clear,High
ORD_005749,CUST_01239,REST_0075,2025-03-17 12:35:00,Delivered,1242.96,169.35,4,UPI,Clear,Medium
ORD_005750,CUST_00519,REST_0014,2025-03-24 19:16:21,Delivered,108.19,22.3,1,UPI,Rain,High
ORD_005751,CUST_00853,REST_0112,2025-06-12 17:14:18,Delivered,2493.32,407.83,5,Debit Card,Clear,High
ORD_005752,CUST_01400,REST_0038,2025-06-27 17:59:43,Delivered,727.8,50.1,3,Debit Card,Clear,Medium
ORD_005753,CUST_00409,REST_0165,2025-02-12 19:21:46,Delivered,216.46,38.96,3,UPI,Heavy Rain,High
ORD_005754,CUST_01117,REST_0023,2025-02-24 13:25:00,Delivered,605.69,31.72,4,Wallet,Rain,High
ORD_005755,CUST_00127,REST_0117,2025-05-29 11:44:16,Delivered,734.97,70.81,2,UPI,Clear,High
ORD_005756,CUST_00789,REST_0102,2025-03-20 14:59:02,Delivered,275.64,24.05,4,Debit Card,Clear,Low
ORD_005757,CUST_01328,REST_0078,2025-04-05 21:57:30,Delivered,750.66,85.28,3,Wallet,Cloudy,Low
ORD_005758,CUST_00830,REST_0024,2025-03-26 22:16:21,Delivered,459.95,35.63,2,Debit Card,Cloudy,Severe
ORD_005759,CUST_00930,REST_0015,2025-02-25 06:58:07,Delivered,255.19,17.07,3,Wallet,Clear,Severe
ORD_005760,CUST_01363,REST_0018,2025-04-21 21:13:37,Delivered,504.86,93.08,2,Wallet,Clear,High
ORD_005761,CUST_01078,REST_0089,2025-06-01 21:14:19,Delivered,178.68,13.58,1,UPI,Clear,Low
ORD_005762,CUST_01049,REST_0120,2025-06-05 22:08:55,Delivered,391.98,22.58,6,UPI,Rain,Medium
ORD_005763,CUST_00884,REST_0183,2025-03-28 20:38:16,Delivered,454.0,140.04,3,UPI,Clear,Medium
ORD_005764,CUST_00954,REST_0012,2025-02-09 22:06:07,Delivered,1841.73,155.97,3,Wallet,Rain,Medium
ORD_005765,CUST_01206,REST_0140,2025-03-12 14:37:52,Delivered,222.87,17.79,3,UPI,Clear,High
ORD_005766,CUST_01469,REST_0193,2025-05-29 19:54:28,Delivered,80.0,5.57,1,UPI,Clear,High
ORD_005767,CUST_01194,REST_0144,2025-02-28 12:04:18,Delivered,80.0,11.85,1,Credit Card,Clear,Medium
ORD_005768,CUST_01065,REST_0155,2025-03-24 14:46:00,Delivered,211.07,8.51,2,UPI,Clear,High
ORD_005769,CUST_00206,REST_0086,2025-01-13 22:00:29,Delivered,563.11,62.31,4,Credit Card,Clear,Medium
ORD_005770,CUST_01226,REST_0116,2025-06-29 13:15:14,Delivered,190.35,13.6,2,UPI,Cloudy,Low
ORD_005771,CUST_01107,REST_0095,2025-05-13 20:14:35,Delivered,274.24,69.3,1,UPI,Clear,Low
ORD_005772,CUST_01157,REST_0108,2025-02-17 14:54:07,Delivered,244.14,7.58,4,Wallet,Clear,Medium
ORD_005773,CUST_00350,REST_0072,2025-04-27 19:58:33,Delivered,377.42,41.64,2,Cash,Clear,Severe
ORD_005774,CUST_01357,REST_0157,2025-06-07 21:59:01,Delivered,252.54,68.19,1,UPI,Clear,Low
ORD_005775,CUST_00149,REST_0052,2025-06-23 19:37:21,Delivered,3687.32,351.92,6,UPI,Clear,Medium
ORD_005776,CUST_00384,REST_0125,2025-03-22 11:56:41,Delivered,698.21,8.26,3,UPI,Clear,Medium
ORD_005777,CUST_01001,REST_0083,2025-02-14 08:28:28,Delivered,1405.2,115.25,2,Debit Card,Heavy Rain,Severe
ORD_005778,CUST_01016,REST_0071,2025-02-26 14:16:07,Delivered,435.22,17.41,2,UPI,Cloudy,High
ORD_005779,CUST_00472,REST_0113,2025-06-27 07:10:02,Delivered,193.57,15.41,2,UPI,Clear,Low
ORD_005780,CUST_01056,REST_0193,2025-03-07 16:55:27,Delivered,86.58,23.22,2,Credit Card,Clear,Low
ORD_005781,CUST_00579,REST_0073,2025-03-30 17:42:01,Delivered,1048.8,76.08,5,UPI,Cloudy,Low
ORD_005782,CUST_00001,REST_0009,2025-03-17 22:37:11,Delivered,942.13,26.59,2,UPI,Clear,High
ORD_005783,CUST_00246,REST_0127,2025-04-24 22:30:53,Delivered,721.19,41.8,2,UPI,Clear,Low
ORD_005784,CUST_01326,REST_0032,2025-05-25 12:29:01,Delivered,1419.31,573.8,6,UPI,Clear,Low
ORD_005785,CUST_00337,REST_0161,2025-03-21 19:33:44,Delivered,2581.29,309.36,5,UPI,Cloudy,Low
ORD_005786,CUST_00173,REST_0113,2025-05-09 18:51:02,Delivered,293.23,12.25,3,Debit Card,Rain,Medium
ORD_005787,CUST_01027,REST_0024,2025-04-08 18:57:44,Delivered,903.37,184.74,3,UPI,Rain,High
ORD_005788,CUST_00663,REST_0188,2025-03-31 10:17:00,Cancelled,149.91,0.0,2,UPI,Cloudy,Low
ORD_005789,CUST_01196,REST_0128,2025-04-25 08:08:00,Delivered,284.13,10.55,2,Wallet,Rain,Medium
ORD_005790,CUST_01295,REST_0043,2025-02-25 22:27:02,Delivered,1545.54,116.83,4,UPI,Cloudy,Low
ORD_005791,CUST_01270,REST_0109,2025-06-15 20:35:55,Delivered,139.67,22.45,1,UPI,Clear,Medium
ORD_005792,CUST_00471,REST_0168,2025-06-21 13:54:28,Delivered,899.16,159.1,4,Debit Card,Clear,Medium
ORD_005793,CUST_00762,REST_0129,2025-06-30 21:03:05,Delivered,602.95,22.81,4,UPI,Clear,Medium
ORD_005794,CUST_00981,REST_0008,2025-06-28 20:10:26,Delivered,477.76,23.49,3,UPI,Clear,Medium
ORD_005795,CUST_00484,REST_0004,2025-04-20 21:58:34,Delivered,1244.95,73.28,3,Wallet,Clear,Low
ORD_005796,CUST_00063,REST_0076,2025-03-02 10:26:15,Delivered,305.93,10.29,5,Debit Card,Clear,High
ORD_005797,CUST_00747,REST_0110,2025-03-10 10:02:00,Delivered,300.47,80.63,2,Credit Card,Clear,Low
ORD_005798,CUST_00020,REST_0054,2025-05-08 19:47:04,Delivered,519.48,48.28,3,Credit Card,Clear,Medium
ORD_005799,CUST_01428,REST_0055,2025-05-01 13:59:01,Delivered,1278.35,51.06,7,Debit Card,Heavy Rain,Severe
ORD_005800,CUST_01196,REST_0003,2025-03-26 20:27:44,Failed,362.65,0.0,2,UPI,Rain,Low
ORD_005801,CUST_00288,REST_0051,2025-05-13 20:57:23,Delivered,512.53,106.09,5,Cash,Clear,Medium
ORD_005802,CUST_00433,REST_0096,2025-06-08 01:40:53,Delivered,454.05,25.11,2,UPI,Clear,Medium
ORD_005803,CUST_01473,REST_0005,2025-03-09 08:42:16,Delivered,210.16,5.06,3,UPI,Cloudy,High
ORD_005804,CUST_00557,REST_0015,2025-06-23 21:20:20,Delivered,242.29,56.57,4,UPI,Cloudy,Medium
ORD_005805,CUST_01177,REST_0039,2025-05-04 20:32:09,Delivered,1642.08,508.08,6,Wallet,Clear,Low
ORD_005806,CUST_00673,REST_0004,2025-03-23 18:30:23,Delivered,1492.18,139.61,6,Wallet,Rain,High
ORD_005807,CUST_01299,REST_0129,2025-05-04 04:05:07,Delivered,923.71,67.52,3,UPI,Clear,High
ORD_005808,CUST_01060,REST_0132,2025-03-19 12:35:53,Cancelled,214.6,0.0,1,Cash,Cloudy,High
ORD_005809,CUST_00035,REST_0187,2025-04-22 14:35:21,Delivered,124.5,4.21,2,Credit Card,Rain,High
ORD_005810,CUST_00444,REST_0083,2025-02-15 11:55:00,Delivered,1432.28,194.95,2,Wallet,Clear,High
ORD_005811,CUST_00840,REST_0007,2025-03-09 18:42:46,Cancelled,2715.35,0.0,3,Credit Card,Cloudy,Low
ORD_005812,CUST_01390,REST_0093,2025-01-24 11:43:07,Delivered,450.09,117.03,6,Cash,Clear,Medium
ORD_005813,CUST_00156,REST_0042,2025-06-02 16:09:42,Delivered,80.0,3.24,2,UPI,Rain,Medium
ORD_005814,CUST_00907,REST_0042,2025-02-10 12:59:45,Delivered,106.53,22.74,2,UPI,Cloudy,High
ORD_005815,CUST_00455,REST_0090,2025-05-11 17:57:59,Delivered,2127.99,410.25,5,Debit Card,Clear,Low
ORD_005816,CUST_01336,REST_0100,2025-03-23 13:04:51,Delivered,278.86,16.78,1,Credit Card,Clear,Medium
ORD_005817,CUST_01150,REST_0122,2025-06-09 15:20:23,Delivered,201.38,82.04,3,Debit Card,Clear,Low
ORD_005818,CUST_00552,REST_0134,2025-06-15 14:14:24,Delivered,529.52,52.73,2,UPI,Cloudy,High
ORD_005819,CUST_00252,REST_0054,2025-01-09 14:50:00,Delivered,171.62,7.46,1,Wallet,Cloudy,Low
ORD_005820,CUST_00018,REST_0100,2025-02-04 11:38:47,Delivered,552.55,220.57,3,UPI,Clear,Medium
ORD_005821,CUST_00937,REST_0179,2025-02-18 12:18:51,Delivered,1899.27,82.57,2,Debit Card,Clear,High
ORD_005822,CUST_00609,REST_0012,2025-05-10 08:47:28,Delivered,503.59,64.11,1,Debit Card,Clear,Medium
ORD_005823,CUST_00474,REST_0182,2025-06-07 20:21:37,Delivered,406.89,43.93,1,UPI,Clear,High
ORD_005824,CUST_01477,REST_0039,2025-01-19 18:21:17,Delivered,337.13,66.29,2,Credit Card,Rain,High
ORD_005825,CUST_00702,REST_0036,2025-04-19 20:19:48,Delivered,984.53,311.83,3,UPI,Clear,Medium
ORD_005826,CUST_01127,REST_0119,2025-05-13 14:23:57,Delivered,1112.37,123.19,5,Credit Card,Clear,Low
ORD_005827,CUST_00267,REST_0018,2025-01-18 13:55:21,Delivered,1192.94,257.93,5,Credit Card,Rain,Medium
ORD_005828,CUST_00021,REST_0108,2025-02-25 13:22:15,Delivered,398.24,56.81,4,Debit Card,Clear,Medium
ORD_005829,CUST_00626,REST_0121,2025-02-13 19:13:08,Delivered,492.72,65.73,4,Credit Card,Clear,High
ORD_005830,CUST_01005,REST_0164,2025-03-16 13:43:50,Delivered,1017.63,40.36,4,Cash,Rain,High
ORD_005831,CUST_00763,REST_0083,2025-05-24 22:43:35,Cancelled,1092.55,0.0,2,UPI,Clear,Low
ORD_005832,CUST_01338,REST_0154,2025-03-22 12:57:16,Delivered,2156.17,420.56,4,UPI,Clear,Low
ORD_005833,CUST_00653,REST_0033,2025-04-07 18:01:16,Cancelled,419.88,0.0,3,Credit Card,Rain,High
ORD_005834,CUST_00468,REST_0156,2025-01-23 09:11:12,Delivered,192.41,35.88,1,Credit Card,Cloudy,Low
ORD_005835,CUST_01375,REST_0084,2025-01-12 18:17:38,Delivered,189.94,5.37,3,UPI,Clear,Medium
ORD_005836,CUST_00610,REST_0093,2025-03-24 13:38:13,Delivered,284.95,27.52,5,UPI,Clear,High
ORD_005837,CUST_00406,REST_0050,2025-03-14 07:47:04,Delivered,1029.56,65.51,4,UPI,Heavy Rain,Severe
ORD_005838,CUST_00150,REST_0039,2025-03-29 07:51:11,Delivered,1149.32,54.34,6,Credit Card,Clear,Low
ORD_005839,CUST_01191,REST_0162,2025-03-13 22:37:19,Delivered,323.79,105.82,1,Wallet,Clear,Medium
ORD_005840,CUST_01238,REST_0002,2025-05-02 21:33:17,Delivered,2806.46,485.57,3,Wallet,Clear,Medium
ORD_005841,CUST_00052,REST_0017,2025-02-16 22:50:51,Delivered,700.77,32.12,4,Credit Card,Cloudy,Low
ORD_005842,CUST_00536,REST_0059,2025-06-09 21:15:05,Delivered,695.22,85.65,3,UPI,Clear,Low
ORD_005843,CUST_01127,REST_0017,2025-05-17 07:47:07,Delivered,719.37,156.95,4,Wallet,Clear,Low
ORD_005844,CUST_01421,REST_0136,2025-04-06 20:17:36,Delivered,775.72,3.26,3,UPI,Clear,High
ORD_005845,CUST_00564,REST_0186,2025-06-29 14:33:03,Delivered,409.0,13.62,6,UPI,Cloudy,High
ORD_005846,CUST_01310,REST_0141,2025-01-16 22:13:16,Delivered,370.79,20.88,3,Credit Card,Rain,Low
ORD_005847,CUST_00588,REST_0179,2025-04-25 09:49:43,Delivered,2541.55,324.43,4,Wallet,Clear,High
ORD_005848,CUST_00270,REST_0103,2025-04-12 09:07:11,Delivered,2507.73,92.22,3,UPI,Rain,High
ORD_005849,CUST_00005,REST_0113,2025-06-12 12:28:22,Delivered,681.96,86.97,6,Credit Card,Clear,Medium
ORD_005850,CUST_00496,REST_0094,2025-06-10 19:39:57,Delivered,345.65,20.53,3,Credit Card,Clear,Medium
ORD_005851,CUST_00565,REST_0140,2025-03-27 19:44:14,Delivered,193.28,64.92,4,UPI,Clear,Medium
ORD_005852,CUST_01420,REST_0125,2025-05-23 19:35:04,Delivered,875.51,69.61,3,UPI,Clear,Medium
ORD_005853,CUST_00311,REST_0029,2025-03-03 15:19:38,Delivered,198.26,12.69,1,Credit Card,Clear,Medium
ORD_005854,CUST_00571,REST_0018,2025-03-08 11:08:00,Delivered,1574.43,352.0,6,Wallet,Clear,Low
ORD_005855,CUST_00039,REST_0178,2025-04-28 18:57:08,Delivered,1531.8,117.2,3,UPI,Clear,Medium
ORD_005856,CUST_01148,REST_0021,2025-04-05 22:34:39,Delivered,879.87,53.47,4,UPI,Cloudy,Medium
ORD_005857,CUST_01373,REST_0042,2025-05-05 21:01:02,Delivered,99.67,5.34,2,Credit Card,Clear,High
ORD_005858,CUST_00360,REST_0093,2025-01-14 14:03:46,Delivered,385.31,47.62,5,UPI,Clear,Medium
ORD_005859,CUST_00645,REST_0200,2025-04-04 13:38:50,Delivered,668.15,7.02,2,Wallet,Cloudy,Medium
ORD_005860,CUST_00187,REST_0181,2025-02-17 17:54:19,Cancelled,290.52,0.0,5,UPI,Clear,Medium
ORD_005861,CUST_00687,REST_0185,2025-04-23 18:09:06,Delivered,306.05,36.48,3,UPI,Clear,High
ORD_005862,CUST_00203,REST_0101,2025-04-26 13:58:43,Delivered,535.06,118.59,3,Credit Card,Rain,Medium
ORD_005863,CUST_00789,REST_0106,2025-01-11 19:53:59,Delivered,894.72,275.05,4,Wallet,Clear,Medium
ORD_005864,CUST_01105,REST_0012,2025-03-03 14:17:54,Delivered,2334.57,271.62,3,Credit Card,Clear,Low
ORD_005865,CUST_00833,REST_0051,2025-04-19 14:29:12,Delivered,106.62,6.85,1,UPI,Rain,Medium
ORD_005866,CUST_00370,REST_0077,2025-03-09 11:50:39,Delivered,131.45,48.49,2,UPI,Cloudy,Low
ORD_005867,CUST_00530,REST_0062,2025-04-10 22:47:00,Delivered,1138.4,186.7,2,UPI,Clear,Medium
ORD_005868,CUST_00963,REST_0197,2025-03-16 21:59:35,Delivered,176.57,4.52,1,Debit Card,Clear,High
ORD_005869,CUST_00889,REST_0056,2025-03-24 22:14:44,Delivered,311.19,52.58,4,UPI,Clear,Low
ORD_005870,CUST_00208,REST_0055,2025-02-14 16:17:06,Delivered,361.12,18.69,2,UPI,Cloudy,High
ORD_005871,CUST_01269,REST_0014,2025-06-07 12:40:29,Delivered,487.51,54.35,5,UPI,Clear,High
ORD_005872,CUST_00716,REST_0039,2025-04-28 08:56:36,Delivered,609.59,137.39,3,Debit Card,Clear,Medium
ORD_005873,CUST_00246,REST_0165,2025-06-25 19:16:29,Delivered,192.76,2.95,3,UPI,Cloudy,High
ORD_005874,CUST_00188,REST_0028,2025-01-03 22:29:53,Delivered,343.22,66.83,3,UPI,Rain,Severe
ORD_005875,CUST_01449,REST_0033,2025-04-23 11:35:35,Delivered,924.39,221.22,5,UPI,Clear,Medium
ORD_005876,CUST_00424,REST_0102,2025-03-26 22:06:07,Cancelled,381.23,0.0,4,UPI,Clear,High
ORD_005877,CUST_01364,REST_0150,2025-03-27 15:29:33,Delivered,506.21,123.22,3,Credit Card,Cloudy,Medium
ORD_005878,CUST_00615,REST_0193,2025-04-03 20:04:48,Delivered,184.9,28.51,3,UPI,Clear,Low
ORD_005879,CUST_00576,REST_0111,2025-05-01 11:37:09,Delivered,822.69,67.17,1,UPI,Clear,Low
ORD_005880,CUST_01055,REST_0191,2025-01-22 19:09:00,Delivered,454.53,22.93,3,UPI,Clear,High
ORD_005881,CUST_00015,REST_0103,2025-05-19 11:26:19,Delivered,4284.74,915.68,5,UPI,Cloudy,Medium
ORD_005882,CUST_00507,REST_0103,2025-06-28 21:10:14,Delivered,3235.18,159.22,3,UPI,Clear,Medium
ORD_005883,CUST_00456,REST_0129,2025-06-16 12:17:23,Delivered,884.96,4.99,5,UPI,Clear,High
ORD_005884,CUST_01305,REST_0138,2025-01-28 10:10:32,Delivered,229.51,29.67,2,UPI,Clear,High
ORD_005885,CUST_00797,REST_0089,2025-03-21 11:05:42,Delivered,654.97,149.79,3,UPI,Clear,Medium
ORD_005886,CUST_00544,REST_0198,2025-04-16 18:21:22,Delivered,398.58,64.79,3,UPI,Clear,Medium
ORD_005887,CUST_00401,REST_0021,2025-01-05 12:08:38,Delivered,863.38,247.09,2,UPI,Clear,Medium
ORD_005888,CUST_00891,REST_0198,2025-04-02 12:42:37,Delivered,418.91,10.4,3,Debit Card,Rain,Medium
ORD_005889,CUST_00230,REST_0140,2025-06-01 22:42:42,Cancelled,206.58,0.0,2,UPI,Heavy Rain,High
ORD_005890,CUST_00372,REST_0072,2025-04-20 10:01:04,Delivered,471.15,106.37,3,UPI,Heavy Rain,High
ORD_005891,CUST_00443,REST_0182,2025-03-23 08:34:00,Delivered,1619.92,295.4,6,Debit Card,Clear,Low
ORD_005892,CUST_00917,REST_0169,2025-05-26 12:40:35,Delivered,516.94,103.8,5,UPI,Cloudy,Low
ORD_005893,CUST_00557,REST_0042,2025-04-23 14:45:53,Delivered,139.33,27.49,3,UPI,Rain,Medium
ORD_005894,CUST_00762,REST_0154,2025-05-31 20:03:40,Delivered,1271.89,278.85,2,UPI,Rain,Severe
ORD_005895,CUST_00982,REST_0052,2025-01-03 13:55:09,Delivered,560.59,90.09,1,Cash,Clear,Medium
ORD_005896,CUST_01436,REST_0045,2025-04-16 11:48:26,Delivered,133.21,11.71,1,UPI,Rain,Medium
ORD_005897,CUST_01149,REST_0028,2025-02-22 09:37:00,Delivered,666.13,148.47,3,UPI,Clear,Medium
ORD_005898,CUST_00607,REST_0138,2025-06-23 21:34:54,Delivered,582.32,20.92,5,UPI,Rain,High
ORD_005899,CUST_01125,REST_0010,2025-03-07 18:27:43,Cancelled,568.37,0.0,5,Credit Card,Cloudy,Medium
ORD_005900,CUST_01426,REST_0136,2025-01-02 20:58:36,Delivered,1486.57,82.92,4,UPI,Clear,Low
ORD_005901,CUST_00752,REST_0067,2025-06-05 12:02:13,Delivered,438.13,60.85,3,UPI,Clear,Low
ORD_005902,CUST_00615,REST_0155,2025-01-16 02:50:35,Delivered,469.61,74.21,3,UPI,Clear,Medium
ORD_005903,CUST_00119,REST_0189,2025-03-26 13:56:00,Delivered,342.69,14.73,3,UPI,Clear,Low
ORD_005904,CUST_01341,REST_0094,2025-06-02 20:10:36,Delivered,335.0,77.59,4,UPI,Clear,Low
ORD_005905,CUST_00372,REST_0118,2025-04-17 13:01:53,Delivered,526.48,55.76,3,Debit Card,Clear,High
ORD_005906,CUST_00098,REST_0187,2025-06-11 19:04:10,Delivered,247.18,6.98,4,Wallet,Clear,Medium
ORD_005907,CUST_00808,REST_0138,2025-01-29 22:27:04,Delivered,603.61,35.84,4,Debit Card,Clear,Low
ORD_005908,CUST_01270,REST_0110,2025-01-20 18:09:31,Delivered,414.05,24.19,2,UPI,Cloudy,High
ORD_005909,CUST_00610,REST_0142,2025-06-06 18:00:19,Delivered,273.57,39.05,5,UPI,Cloudy,Low
ORD_005910,CUST_01176,REST_0122,2025-04-29 19:14:46,Delivered,257.71,75.72,3,UPI,Clear,Medium
ORD_005911,CUST_01254,REST_0085,2025-06-07 12:00:06,Delivered,716.83,105.24,4,Debit Card,Clear,Low
ORD_005912,CUST_00684,REST_0195,2025-03-03 10:53:48,Delivered,1092.5,161.27,3,Wallet,Clear,High
ORD_005913,CUST_00891,REST_0046,2025-01-07 13:11:58,Delivered,80.0,11.45,1,Credit Card,Clear,High
ORD_005914,CUST_00804,REST_0086,2025-03-27 18:29:00,Delivered,1015.63,28.76,4,Wallet,Cloudy,Severe
ORD_005915,CUST_01410,REST_0079,2025-01-12 22:46:06,Delivered,1407.84,192.9,5,UPI,Clear,Medium
ORD_005916,CUST_01092,REST_0020,2025-06-28 18:00:59,Delivered,356.22,16.05,5,UPI,Clear,Medium
ORD_005917,CUST_01389,REST_0160,2025-04-09 10:05:00,Failed,1560.35,0.0,2,Debit Card,Cloudy,Low
ORD_005918,CUST_00332,REST_0071,2025-06-10 20:07:33,Delivered,675.49,142.25,3,Debit Card,Cloudy,Medium
ORD_005919,CUST_00468,REST_0131,2025-04-14 12:13:33,Delivered,949.53,225.06,3,UPI,Cloudy,Medium
ORD_005920,CUST_00109,REST_0128,2025-02-14 20:00:08,Delivered,591.07,119.15,5,UPI,Cloudy,Low
ORD_005921,CUST_00753,REST_0016,2025-06-29 18:42:17,Delivered,734.83,71.18,3,UPI,Clear,Low
ORD_005922,CUST_01313,REST_0113,2025-03-22 17:23:35,Delivered,427.45,56.44,4,Credit Card,Cloudy,Medium
ORD_005923,CUST_00490,REST_0101,2025-05-26 18:30:15,Delivered,946.57,63.59,4,UPI,Cloudy,Low
ORD_005924,CUST_00196,REST_0041,2025-01-09 18:19:58,Delivered,711.47,51.06,2,Wallet,Cloudy,Medium
ORD_005925,CUST_00105,REST_0179,2025-02-27 22:41:07,Delivered,1258.24,148.86,1,UPI,Rain,Medium
ORD_005926,CUST_00674,REST_0148,2025-02-21 09:12:08,Delivered,1927.0,150.4,4,UPI,Clear,High
ORD_005927,CUST_00248,REST_0021,2025-03-10 05:51:13,Delivered,1007.72,96.08,2,UPI,Clear,Medium
ORD_005928,CUST_00518,REST_0164,2025-02-03 07:32:23,Delivered,349.88,34.25,3,UPI,Clear,Low
ORD_005929,CUST_01231,REST_0098,2025-01-13 14:26:00,Delivered,899.38,41.17,3,Wallet,Cloudy,High
ORD_005930,CUST_00574,REST_0077,2025-01-04 12:39:34,Delivered,316.55,3.0,3,Debit Card,Cloudy,High
ORD_005931,CUST_00920,REST_0165,2025-06-16 21:57:56,Delivered,130.64,40.6,2,UPI,Cloudy,Medium
ORD_005932,CUST_00757,REST_0167,2025-01-16 12:09:44,Delivered,168.59,24.59,2,Debit Card,Clear,Low
ORD_005933,CUST_01082,REST_0158,2025-03-03 20:41:43,Delivered,126.68,17.76,3,UPI,Cloudy,Medium
ORD_005934,CUST_00237,REST_0170,2025-06-23 21:16:08,Delivered,489.63,162.15,2,UPI,Clear,Medium
ORD_005935,CUST_01381,REST_0072,2025-05-02 18:35:30,Delivered,436.4,108.03,3,Wallet,Clear,Medium
ORD_005936,CUST_00971,REST_0074,2025-06-08 14:17:05,Delivered,1723.23,119.62,3,UPI,Clear,High
ORD_005937,CUST_00409,REST_0113,2025-04-16 13:27:42,Delivered,591.05,68.04,6,Wallet,Clear,Low
ORD_005938,CUST_00188,REST_0163,2025-01-24 12:57:02,Delivered,281.32,30.09,1,UPI,Clear,Medium
ORD_005939,CUST_00228,REST_0009,2025-05-26 18:48:41,Delivered,1194.06,100.63,2,UPI,Clear,Medium
ORD_005940,CUST_01175,REST_0006,2025-06-09 14:18:28,Delivered,278.03,39.02,3,Debit Card,Clear,Medium
ORD_005941,CUST_00887,REST_0056,2025-03-07 18:46:54,Delivered,456.0,61.97,6,UPI,Cloudy,Medium
ORD_005942,CUST_00569,REST_0013,2025-04-14 22:41:16,Delivered,787.02,197.31,4,UPI,Clear,Low
ORD_005943,CUST_00500,REST_0164,2025-04-24 07:53:48,Delivered,1328.44,299.44,5,UPI,Cloudy,Medium
ORD_005944,CUST_01285,REST_0132,2025-05-12 13:28:59,Delivered,707.76,91.48,4,Credit Card,Clear,Medium
ORD_005945,CUST_01314,REST_0015,2025-02-27 14:52:04,Delivered,403.49,59.52,4,UPI,Cloudy,Medium
ORD_005946,CUST_00876,REST_0134,2025-04-24 22:57:16,Delivered,936.37,31.26,4,UPI,Heavy Rain,Medium
ORD_005947,CUST_00790,REST_0028,2025-01-14 20:20:53,Cancelled,500.77,0.0,2,Credit Card,Clear,Low
ORD_005948,CUST_01225,REST_0102,2025-03-19 12:50:00,Delivered,138.51,24.53,2,Credit Card,Clear,Low
ORD_005949,CUST_01126,REST_0186,2025-02-09 10:25:35,Delivered,390.19,1.72,5,UPI,Rain,Medium
ORD_005950,CUST_00599,REST_0059,2025-05-29 07:50:10,Delivered,310.19,52.58,4,Wallet,Clear,Medium
ORD_005951,CUST_00127,REST_0165,2025-04-30 12:13:27,Delivered,179.33,13.46,2,UPI,Rain,Low
ORD_005952,CUST_01154,REST_0091,2025-06-04 13:55:23,Delivered,267.97,35.39,3,UPI,Clear,Medium
ORD_005953,CUST_00254,REST_0154,2025-03-30 21:45:00,Delivered,2287.08,77.92,5,UPI,Clear,Medium
ORD_005954,CUST_00026,REST_0037,2025-04-18 23:50:10,Delivered,509.99,93.38,3,Credit Card,Cloudy,High
ORD_005955,CUST_01266,REST_0081,2025-01-24 20:06:39,Delivered,80.0,4.02,1,UPI,Clear,High
ORD_005956,CUST_00871,REST_0197,2025-03-22 22:11:14,Delivered,829.79,69.28,5,UPI,Clear,High
ORD_005957,CUST_01339,REST_0149,2025-01-23 11:37:30,Delivered,227.27,11.83,2,Debit Card,Clear,Medium
ORD_005958,CUST_00730,REST_0091,2025-01-29 20:11:26,Cancelled,274.34,0.0,4,UPI,Clear,High
ORD_005959,CUST_01390,REST_0145,2025-03-09 18:48:33,Delivered,204.37,17.09,2,Credit Card,Clear,Low
ORD_005960,CUST_00530,REST_0062,2025-04-10 11:39:00,Delivered,3158.8,143.44,4,Wallet,Rain,Low
ORD_005961,CUST_01091,REST_0072,2025-05-18 19:20:36,Delivered,488.04,112.95,4,UPI,Cloudy,Medium
ORD_005962,CUST_00453,REST_0194,2025-01-29 12:20:21,Delivered,310.49,8.41,5,UPI,Clear,High
ORD_005963,CUST_00002,REST_0023,2025-04-09 20:04:14,Cancelled,430.19,0.0,3,Credit Card,Cloudy,Low
ORD_005964,CUST_00567,REST_0053,2025-04-15 21:15:39,Delivered,1054.16,33.33,4,Credit Card,Clear,Low
ORD_005965,CUST_01110,REST_0188,2025-04-21 11:03:20,Cancelled,158.88,0.0,2,UPI,Clear,High
ORD_005966,CUST_00228,REST_0137,2025-06-01 14:25:41,Cancelled,1158.82,0.0,2,UPI,Clear,Medium
ORD_005967,CUST_00760,REST_0091,2025-04-14 19:01:13,Delivered,209.58,15.99,2,UPI,Rain,Low
ORD_005968,CUST_00320,REST_0155,2025-05-28 12:34:54,Delivered,119.06,32.03,1,Cash,Cloudy,Medium
ORD_005969,CUST_00115,REST_0049,2025-03-19 21:14:38,Delivered,634.86,53.51,2,UPI,Rain,High
