delivery_id,order_id,driver_id,delivery_distance_km,preparation_time_min,estimated_delivery_time_min,actual_delivery_time_min
DEL_003797,ORD_004136,DRV_0075,3.44,8.7,36.0,38.0
DEL_003798,ORD_004137,DRV_0177,5.91,16.4,51.8,48.2
DEL_003799,ORD_004138,DRV_0190,7.47,25.5,51.8,53.7
DEL_003800,ORD_004139,DRV_0291,5.19,36.5,71.8,74.0
DEL_003801,ORD_004140,DRV_0015,9.39,18.7,50.3,56.8
DEL_003802,ORD_004141,DRV_0011,1.72,32.2,50.1,51.2
DEL_003803,ORD_004142,DRV_0037,1.47,29.5,46.9,39.7
DEL_003804,ORD_004143,DRV_0064,9.29,21.2,103.3,90.2
DEL_003805,ORD_004144,DRV_0213,2.91,19.1,32.6,36.3
DEL_003806,ORD_004145,DRV_0166,5.31,20.7,31.5,38.6
DEL_003807,ORD_004146,DRV_0155,0.7,38.6,36.5,37.9
DEL_003808,ORD_004147,DRV_0137,8.65,23.4,41.7,50.8
DEL_003809,ORD_004148,DRV_0175,17.7,24.2,109.6,101.4
DEL_003810,ORD_004149,DRV_0124,14.95,33.3,75.8,85.8
DEL_003811,ORD_004150,DRV_0033,7.66,13.5,45.7,46.6
DEL_003812,ORD_004151,DRV_0063,4.5,21.4,45.9,45.9
DEL_003813,ORD_004152,DRV_0227,3.43,21.5,33.2,38.8
DEL_003814,ORD_004153,DRV_0097,10.47,25.3,82.6,82.0
DEL_003815,ORD_004154,DRV_0193,3.65,19.8,41.0,43.7
DEL_003816,ORD_004155,DRV_0258,13.09,26.4,93.6,89.9
DEL_003817,ORD_004156,DRV_0244,7.71,17.6,43.8,44.3
DEL_003818,ORD_004157,DRV_0151,2.72,25.5,33.2,31.4
DEL_003819,ORD_004158,DRV_0202,2.49,21.4,33.6,34.5
DEL_003820,ORD_004159,DRV_0211,1.5,30.8,39.2,41.8
DEL_003821,ORD_004160,DRV_0087,4.67,26.5,49.7,49.9
DEL_003822,ORD_004161,DRV_0282,6.97,27.6,61.6,62.6
DEL_003823,ORD_004162,DRV_0009,2.04,21.5,25.6,26.3
DEL_003824,ORD_004163,DRV_0097,1.56,25.2,30.9,31.8
DEL_003825,ORD_004164,DRV_0147,5.46,20.4,56.1,56.6
DEL_003826,ORD_004166,DRV_0246,2.3,22.3,31.0,37.5
DEL_003827,ORD_004167,DRV_0019,9.85,22.8,66.1,66.9
DEL_003828,ORD_004168,DRV_0161,12.74,19.3,94.8,81.9
DEL_003829,ORD_004169,DRV_0136,5.69,21.2,56.1,54.3
DEL_003830,ORD_004170,DRV_0127,10.79,34.0,71.5,80.7
DEL_003831,ORD_004171,DRV_0035,3.7,19.2,28.5,32.6
DEL_003832,ORD_004172,DRV_0129,7.68,25.0,63.6,52.9
DEL_003833,ORD_004173,DRV_0161,6.5,22.7,65.4,59.1
DEL_003834,ORD_004174,DRV_0051,4.79,25.5,53.8,50.0
DEL_003835,ORD_004175,DRV_0152,4.36,19.6,35.4,39.8
DEL_003836,ORD_004176,DRV_0258,3.18,24.1,34.4,38.0
DEL_003837,ORD_004177,DRV_0203,15.58,18.6,106.9,114.4
DEL_003838,ORD_004179,DRV_0116,8.38,17.5,69.1,59.6
DEL_003839,ORD_004180,DRV_0194,6.74,15.3,38.6,44.9
DEL_003840,ORD_004181,DRV_0202,3.38,30.3,52.7,44.2
DEL_003841,ORD_004182,DRV_0206,5.87,16.9,35.2,40.6
DEL_003842,ORD_004183,DRV_0052,4.89,32.1,54.5,58.1
DEL_003843,ORD_004184,DRV_0145,3.11,34.3,50.2,48.5
DEL_003844,ORD_004185,DRV_0036,6.15,18.2,61.2,56.4
DEL_003845,ORD_004186,DRV_0076,9.47,19.6,46.4,52.3
DEL_003846,ORD_004189,DRV_0220,5.61,22.7,38.6,44.0
DEL_003847,ORD_004191,DRV_0107,7.84,21.6,50.3,57.8
DEL_003848,ORD_004192,DRV_0029,5.84,19.8,32.9,42.3
DEL_003849,ORD_004193,DRV_0018,4.24,22.0,52.6,49.8
DEL_003850,ORD_004194,DRV_0121,5.87,22.9,39.6,40.9
DEL_003851,ORD_004195,DRV_0055,4.18,22.2,44.2,50.4
DEL_003852,ORD_004196,DRV_0112,1.9,21.0,24.8,29.7
DEL_003853,ORD_004197,DRV_0265,6.59,26.5,66.7,65.9
DEL_003854,ORD_004198,DRV_0086,4.31,24.9,41.0,43.9
DEL_003855,ORD_004199,DRV_0241,7.93,21.6,69.7,57.5
DEL_003856,ORD_004200,DRV_0084,1.91,20.5,35.5,29.9
DEL_003857,ORD_004201,DRV_0090,10.51,18.0,75.4,80.3
DEL_003858,ORD_004202,DRV_0092,7.3,13.0,50.6,52.5
DEL_003859,ORD_004204,DRV_0171,9.66,29.6,63.5,65.2
DEL_003860,ORD_004206,DRV_0014,8.38,32.8,67.8,73.5
DEL_003861,ORD_004207,DRV_0143,6.09,30.9,53.5,58.2
DEL_003862,ORD_004208,DRV_0100,0.77,25.0,30.1,31.2
DEL_003863,ORD_004209,DRV_0108,6.9,16.5,52.3,52.8
DEL_003864,ORD_004210,DRV_0294,3.29,28.9,54.3,49.9
DEL_003865,ORD_004211,DRV_0091,0.5,29.0,30.6,29.8
DEL_003866,ORD_004212,DRV_0064,3.78,22.5,40.4,43.3
DEL_003867,ORD_004213,DRV_0115,2.58,27.8,32.0,31.1
DEL_003868,ORD_004214,DRV_0001,5.83,10.1,45.3,42.2
DEL_003869,ORD_004215,DRV_0262,5.75,26.7,49.9,54.9
DEL_003870,ORD_004216,DRV_0045,11.65,19.7,66.6,66.2
DEL_003871,ORD_004217,DRV_0096,8.4,18.3,61.7,61.4
DEL_003872,ORD_004218,DRV_0236,0.5,11.5,23.8,18.3
DEL_003873,ORD_004219,DRV_0281,3.25,13.7,25.2,28.9
DEL_003874,ORD_004221,DRV_0275,1.49,34.0,39.3,40.3
DEL_003875,ORD_004223,DRV_0223,3.63,23.5,40.0,39.8
DEL_003876,ORD_004224,DRV_0006,6.0,22.1,43.8,51.3
DEL_003877,ORD_004225,DRV_0235,2.93,20.6,43.0,39.2
DEL_003878,ORD_004227,DRV_0145,10.28,21.6,68.4,65.8
DEL_003879,ORD_004228,DRV_0230,2.3,25.9,34.3,35.8
DEL_003880,ORD_004229,DRV_0220,1.59,34.8,37.5,44.1
DEL_003881,ORD_004230,DRV_0061,4.66,18.3,48.3,46.3
DEL_003882,ORD_004231,DRV_0153,9.99,17.9,61.0,52.9
DEL_003883,ORD_004232,DRV_0257,4.17,13.8,27.3,30.2
DEL_003884,ORD_004233,DRV_0171,2.9,8.1,33.1,31.9
DEL_003885,ORD_004234,DRV_0171,1.52,31.3,35.2,33.1
DEL_003886,ORD_004235,DRV_0191,2.46,25.7,35.0,34.8
DEL_003887,ORD_004236,DRV_0036,1.56,10.6,13.1,15.9
DEL_003888,ORD_004237,DRV_0071,8.66,20.5,52.4,61.7
DEL_003889,ORD_004238,DRV_0213,4.91,25.0,32.6,37.6
DEL_003890,ORD_004239,DRV_0013,3.93,25.9,45.5,41.5
DEL_003891,ORD_004241,DRV_0290,8.34,28.9,70.0,70.9
DEL_003892,ORD_004242,DRV_0029,3.31,23.7,45.7,40.1
DEL_003893,ORD_004243,DRV_0274,2.2,13.7,25.3,28.5
DEL_003894,ORD_004244,DRV_0158,6.74,24.7,48.5,52.3
DEL_003895,ORD_004245,DRV_0159,3.42,19.3,36.4,36.8
DEL_003896,ORD_004246,DRV_0084,1.0,19.0,22.0,24.0
DEL_003897,ORD_004248,DRV_0190,6.34,26.3,56.5,64.0
DEL_003898,ORD_004249,DRV_0225,7.59,23.1,57.9,58.9
DEL_003899,ORD_004250,DRV_0171,5.52,20.1,49.6,47.8
DEL_003900,ORD_004251,DRV_0075,1.79,33.1,38.8,41.6
DEL_003901,ORD_004252,DRV_0222,10.0,23.6,88.5,76.7
DEL_003902,ORD_004253,DRV_0216,3.17,12.6,14.4,14.7
DEL_003903,ORD_004254,DRV_0010,3.16,12.9,32.8,33.3
DEL_003904,ORD_004255,DRV_0224,4.65,20.2,52.4,49.9
DEL_003905,ORD_004256,DRV_0109,10.73,28.2,76.5,85.2
DEL_003906,ORD_004257,DRV_0223,5.23,23.2,47.4,44.4
DEL_003907,ORD_004258,DRV_0245,2.16,13.7,16.5,18.9
DEL_003908,ORD_004259,DRV_0064,7.72,30.4,71.5,60.7
DEL_003909,ORD_004260,DRV_0228,2.49,19.5,22.6,21.2
DEL_003910,ORD_004261,DRV_0093,4.44,19.2,30.8,36.0
DEL_003911,ORD_004262,DRV_0099,13.56,20.7,69.7,91.0
DEL_003912,ORD_004263,DRV_0242,14.85,11.3,98.7,102.3
DEL_003913,ORD_004264,DRV_0121,9.52,17.3,45.8,53.5
DEL_003914,ORD_004265,DRV_0161,4.16,20.2,36.4,36.8
DEL_003915,ORD_004266,DRV_0255,6.7,29.2,54.2,51.0
DEL_003916,ORD_004267,DRV_0150,3.58,28.2,60.6,61.6
DEL_003917,ORD_004268,DRV_0235,5.48,18.3,33.2,36.6
DEL_003918,ORD_004269,DRV_0076,12.6,18.3,78.4,82.6
DEL_003919,ORD_004271,DRV_0010,3.01,25.0,34.7,37.7
DEL_003920,ORD_004272,DRV_0137,3.72,28.4,39.4,45.3
DEL_003921,ORD_004273,DRV_0002,4.62,24.2,55.8,57.7
DEL_003922,ORD_004274,DRV_0049,3.55,18.9,28.5,25.6
DEL_003923,ORD_004275,DRV_0007,3.97,10.8,25.5,25.2
DEL_003924,ORD_004276,DRV_0079,1.71,24.6,38.0,32.9
DEL_003925,ORD_004277,DRV_0143,2.66,27.7,41.2,47.4
DEL_003926,ORD_004278,DRV_0161,3.25,28.1,37.1,44.2
DEL_003927,ORD_004279,DRV_0070,3.96,21.8,46.4,38.9
DEL_003928,ORD_004280,DRV_0249,2.16,15.9,28.4,29.8
DEL_003929,ORD_004281,DRV_0042,8.17,13.4,38.3,44.1
DEL_003930,ORD_004282,DRV_0198,2.84,25.9,40.3,41.2
DEL_003931,ORD_004283,DRV_0209,20.0,24.5,138.5,150.0
DEL_003932,ORD_004284,DRV_0089,9.3,20.5,40.1,50.5
DEL_003933,ORD_004285,DRV_0090,3.46,16.9,41.3,39.8
DEL_003934,ORD_004286,DRV_0122,5.0,37.1,51.4,65.7
DEL_003935,ORD_004287,DRV_0245,6.7,21.7,43.0,48.6
DEL_003936,ORD_004288,DRV_0008,9.74,25.2,57.8,60.7
DEL_003937,ORD_004289,DRV_0216,7.91,22.9,58.7,52.2
DEL_003938,ORD_004291,DRV_0152,8.14,26.7,65.2,64.2
DEL_003939,ORD_004292,DRV_0105,4.88,27.3,38.3,36.9
DEL_003940,ORD_004293,DRV_0242,2.01,15.7,38.6,39.7
DEL_003941,ORD_004296,DRV_0007,2.59,20.9,32.0,31.1
DEL_003942,ORD_004297,DRV_0215,8.63,16.2,78.3,73.6
DEL_003943,ORD_004298,DRV_0080,3.48,14.2,19.4,24.6
DEL_003944,ORD_004299,DRV_0154,3.91,22.1,34.2,41.1
DEL_003945,ORD_004300,DRV_0169,7.66,15.4,51.1,49.6
DEL_003946,ORD_004301,DRV_0235,7.52,18.5,53.0,50.3
DEL_003947,ORD_004302,DRV_0157,3.26,25.1,34.7,37.0
DEL_003948,ORD_004303,DRV_0059,0.98,18.8,20.8,20.7
DEL_003949,ORD_004304,DRV_0038,10.63,36.9,73.2,75.9
DEL_003950,ORD_004305,DRV_0010,2.74,24.0,38.0,38.7
DEL_003951,ORD_004306,DRV_0078,6.75,7.0,22.1,22.4
DEL_003952,ORD_004307,DRV_0119,4.58,10.1,30.9,29.5
DEL_003953,ORD_004308,DRV_0245,2.26,21.1,28.1,26.8
DEL_003954,ORD_004309,DRV_0145,9.22,24.3,66.4,65.4
DEL_003955,ORD_004310,DRV_0179,16.58,11.5,120.0,110.7
DEL_003956,ORD_004311,DRV_0214,15.07,20.2,78.1,80.1
DEL_003957,ORD_004312,DRV_0182,5.91,25.6,53.2,51.3
DEL_003958,ORD_004314,DRV_0126,3.36,24.6,30.0,34.9
DEL_003959,ORD_004315,DRV_0070,1.06,21.9,24.6,29.0
DEL_003960,ORD_004316,DRV_0248,3.3,17.2,22.0,21.0
DEL_003961,ORD_004317,DRV_0111,5.13,23.3,46.9,48.0
DEL_003962,ORD_004318,DRV_0291,6.09,21.8,43.1,39.9
DEL_003963,ORD_004320,DRV_0292,5.99,14.0,45.6,50.5
DEL_003964,ORD_004321,DRV_0143,8.82,14.8,53.2,53.8
DEL_003965,ORD_004322,DRV_0295,7.65,10.7,45.4,62.3
DEL_003966,ORD_004323,DRV_0010,4.14,26.2,41.9,42.5
DEL_003967,ORD_004324,DRV_0071,2.8,9.3,22.3,20.6
DEL_003968,ORD_004325,DRV_0300,13.28,31.9,84.3,88.8
DEL_003969,ORD_004326,DRV_0187,18.62,18.0,140.5,140.6
DEL_003970,ORD_004327,DRV_0057,9.21,5.0,33.8,37.4
DEL_003971,ORD_004328,DRV_0116,9.01,24.5,76.7,75.7
DEL_003972,ORD_004329,DRV_0196,8.89,23.4,58.7,56.0
DEL_003973,ORD_004331,DRV_0012,6.45,33.4,47.8,59.1
DEL_003974,ORD_004332,DRV_0173,4.41,29.2,48.8,50.6
DEL_003975,ORD_004333,DRV_0037,3.3,22.3,39.8,38.8
DEL_003976,ORD_004335,DRV_0101,5.27,38.2,64.1,57.6
DEL_003977,ORD_004336,DRV_0145,5.55,15.3,45.1,37.2
DEL_003978,ORD_004337,DRV_0032,6.8,26.7,61.3,56.6
DEL_003979,ORD_004338,DRV_0253,7.31,19.8,45.3,52.3
DEL_003980,ORD_004339,DRV_0055,9.0,23.1,90.7,88.5
DEL_003981,ORD_004340,DRV_0012,4.29,27.1,40.8,42.8
DEL_003982,ORD_004341,DRV_0071,15.73,29.0,117.2,105.1
DEL_003983,ORD_004342,DRV_0153,4.49,16.7,42.6,36.0
DEL_003984,ORD_004343,DRV_0077,8.45,28.1,52.6,58.6
DEL_003985,ORD_004344,DRV_0213,4.72,5.0,23.9,22.5
DEL_003986,ORD_004345,DRV_0069,10.2,22.0,80.1,75.8
DEL_003987,ORD_004346,DRV_0234,5.8,27.5,73.1,68.4
DEL_003988,ORD_004347,DRV_0126,1.03,11.6,16.5,16.3
DEL_003989,ORD_004348,DRV_0202,1.77,14.6,16.7,19.5
DEL_003990,ORD_004349,DRV_0002,9.45,22.1,84.4,86.5
DEL_003991,ORD_004350,DRV_0230,7.8,25.5,52.2,54.6
DEL_003992,ORD_004351,DRV_0228,6.15,20.6,43.0,40.2
DEL_003993,ORD_004352,DRV_0208,9.64,23.8,85.2,83.2
DEL_003994,ORD_004353,DRV_0127,15.64,23.2,128.9,123.5
DEL_003995,ORD_004354,DRV_0195,3.08,34.6,49.8,48.8
DEL_003996,ORD_004355,DRV_0141,2.49,15.7,19.8,23.6
DEL_003997,ORD_004356,DRV_0119,3.31,16.5,38.2,35.4
DEL_003998,ORD_004357,DRV_0130,7.76,33.5,74.8,80.1
DEL_003999,ORD_004358,DRV_0012,6.13,28.1,49.8,52.3
DEL_004000,ORD_004359,DRV_0020,9.43,31.9,88.2,80.3
DEL_004001,ORD_004360,DRV_0282,5.54,23.7,41.3,47.6
DEL_004002,ORD_004362,DRV_0141,3.41,20.1,28.8,36.5
DEL_004003,ORD_004363,DRV_0048,4.3,28.0,37.2,44.2
DEL_004004,ORD_004364,DRV_0173,5.47,20.1,41.6,41.3
DEL_004005,ORD_004365,DRV_0066,1.08,24.8,22.6,30.1
DEL_004006,ORD_004366,DRV_0094,1.4,23.0,24.5,29.4
DEL_004007,ORD_004367,DRV_0114,8.77,22.1,66.9,74.7
DEL_004008,ORD_004368,DRV_0194,1.1,15.4,19.6,21.6
DEL_004009,ORD_004369,DRV_0192,8.95,9.2,49.0,56.1
DEL_004010,ORD_004370,DRV_0191,13.54,27.6,123.1,129.8
DEL_004011,ORD_004371,DRV_0074,8.23,25.7,56.2,54.4
DEL_004012,ORD_004372,DRV_0226,7.24,29.0,68.8,76.3
DEL_004013,ORD_004374,DRV_0214,15.37,38.4,81.4,90.1
DEL_004014,ORD_004375,DRV_0235,5.97,27.3,51.4,54.4
DEL_004015,ORD_004376,DRV_0130,5.75,16.9,49.9,47.1
DEL_004016,ORD_004377,DRV_0221,7.65,13.1,44.6,48.4
DEL_004017,ORD_004378,DRV_0034,3.84,16.3,27.9,27.3
DEL_004018,ORD_004379,DRV_0123,6.14,23.4,68.0,70.6
DEL_004019,ORD_004380,DRV_0057,2.93,22.8,39.4,38.0
DEL_004020,ORD_004381,DRV_0015,1.59,26.5,33.5,34.9
DEL_004021,ORD_004382,DRV_0255,10.0,30.8,71.5,76.8
DEL_004022,ORD_004383,DRV_0080,2.99,19.3,43.3,38.5
DEL_004023,ORD_004384,DRV_0243,2.38,24.6,39.9,40.3
DEL_004024,ORD_004385,DRV_0152,20.0,23.0,96.5,102.2
DEL_004025,ORD_004386,DRV_0256,5.67,14.0,30.8,35.1
DEL_004026,ORD_004387,DRV_0039,4.07,27.9,34.6,38.9
DEL_004027,ORD_004388,DRV_0080,6.44,15.7,29.3,29.7
DEL_004028,ORD_004389,DRV_0271,3.6,38.1,63.7,55.0
DEL_004029,ORD_004390,DRV_0212,3.07,24.8,54.3,47.0
DEL_004030,ORD_004391,DRV_0284,7.22,26.5,55.8,58.7
DEL_004031,ORD_004392,DRV_0145,5.8,24.4,48.2,43.6
DEL_004032,ORD_004393,DRV_0228,7.0,21.8,60.4,57.6
DEL_004033,ORD_004394,DRV_0001,4.48,23.8,38.2,45.7
DEL_004034,ORD_004396,DRV_0032,6.1,20.7,40.8,42.0
DEL_004035,ORD_004398,DRV_0124,7.05,31.2,67.0,68.2
DEL_004036,ORD_004400,DRV_0081,3.56,15.7,30.1,29.6
DEL_004037,ORD_004401,DRV_0197,5.36,22.2,47.9,42.4
DEL_004038,ORD_004402,DRV_0228,7.22,26.3,54.6,57.5
DEL_004039,ORD_004403,DRV_0140,7.2,24.3,51.5,51.6
DEL_004040,ORD_004404,DRV_0019,1.46,25.8,29.9,34.1
DEL_004041,ORD_004405,DRV_0226,9.76,24.7,73.8,63.3
DEL_004042,ORD_004406,DRV_0119,8.0,16.3,63.8,57.3
DEL_004043,ORD_004407,DRV_0062,6.66,34.0,73.6,75.9
DEL_004044,ORD_004408,DRV_0220,0.87,9.2,14.2,13.9
DEL_004045,ORD_004409,DRV_0030,2.39,17.6,28.0,26.7
DEL_004046,ORD_004410,DRV_0051,1.18,22.1,17.7,19.1
DEL_004047,ORD_004411,DRV_0096,1.7,24.1,22.7,26.2
DEL_004048,ORD_004412,DRV_0037,18.34,16.1,83.1,85.0
DEL_004049,ORD_004413,DRV_0287,3.05,10.3,25.7,25.1
DEL_004050,ORD_004414,DRV_0219,9.28,17.3,50.6,45.4
DEL_004051,ORD_004415,DRV_0015,1.32,18.6,30.9,29.2
DEL_004052,ORD_004416,DRV_0168,6.94,9.7,43.7,50.3
DEL_004053,ORD_004417,DRV_0246,6.41,8.7,25.0,28.8
DEL_004054,ORD_004418,DRV_0100,4.78,36.6,49.6,56.0
DEL_004055,ORD_004419,DRV_0153,4.0,17.0,32.4,34.1
DEL_004056,ORD_004420,DRV_0109,0.89,11.4,12.3,11.8
DEL_004057,ORD_004421,DRV_0199,2.33,23.2,34.5,31.9
DEL_004058,ORD_004422,DRV_0126,10.32,11.8,59.7,59.0
DEL_004059,ORD_004424,DRV_0057,3.79,32.1,61.8,52.7
DEL_004060,ORD_004425,DRV_0283,1.82,15.8,30.7,26.6
DEL_004061,ORD_004426,DRV_0288,5.44,13.3,49.4,51.0
DEL_004062,ORD_004428,DRV_0119,6.88,10.1,27.7,39.8
DEL_004063,ORD_004429,DRV_0155,4.48,23.0,49.2,48.8
DEL_004064,ORD_004430,DRV_0110,10.91,36.4,80.5,81.7
DEL_004065,ORD_004432,DRV_0240,12.28,23.8,82.2,85.3
DEL_004066,ORD_004433,DRV_0042,11.57,22.9,52.4,60.5
DEL_004067,ORD_004434,DRV_0163,9.5,36.0,63.6,73.5
DEL_004068,ORD_004435,DRV_0298,9.81,14.2,61.5,60.8
DEL_004069,ORD_004436,DRV_0258,5.49,28.5,38.8,47.5
DEL_004070,ORD_004437,DRV_0117,1.98,36.2,40.0,41.9
DEL_004071,ORD_004438,DRV_0293,5.86,25.2,42.9,38.9
DEL_004072,ORD_004439,DRV_0008,3.87,9.2,37.4,30.2
DEL_004073,ORD_004440,DRV_0010,7.23,17.8,54.0,49.3
DEL_004074,ORD_004441,DRV_0298,2.4,14.5,20.5,22.1
DEL_004075,ORD_004442,DRV_0121,0.61,24.9,23.3,27.6
DEL_004076,ORD_004443,DRV_0093,7.62,26.4,62.6,57.9
DEL_004077,ORD_004444,DRV_0243,3.19,18.7,33.0,29.1
DEL_004078,ORD_004445,DRV_0104,8.91,29.9,61.7,73.3
DEL_004079,ORD_004446,DRV_0205,2.79,25.8,45.0,45.6
DEL_004080,ORD_004447,DRV_0263,6.43,23.9,67.1,67.5
DEL_004081,ORD_004448,DRV_0215,8.53,16.7,60.6,60.9
DEL_004082,ORD_004449,DRV_0128,6.74,20.0,53.5,54.0
DEL_004083,ORD_004450,DRV_0135,6.21,22.6,67.5,72.0
DEL_004084,ORD_004451,DRV_0281,3.87,16.4,31.4,28.8
DEL_004085,ORD_004452,DRV_0224,3.78,23.8,40.5,43.3
DEL_004086,ORD_004453,DRV_0265,6.17,12.8,35.2,36.6
DEL_004087,ORD_004454,DRV_0228,11.03,17.7,94.0,89.1
DEL_004088,ORD_004455,DRV_0109,3.0,22.6,38.8,41.3
DEL_004089,ORD_004456,DRV_0219,6.72,11.5,35.5,33.4
DEL_004090,ORD_004457,DRV_0019,11.05,15.8,66.6,67.7
DEL_004091,ORD_004458,DRV_0028,11.78,5.6,48.6,51.6
DEL_004092,ORD_004459,DRV_0076,7.36,19.7,61.5,72.2
DEL_004093,ORD_004460,DRV_0013,7.57,22.9,74.3,62.7
DEL_004094,ORD_004461,DRV_0197,2.86,31.4,41.9,46.3
DEL_004095,ORD_004462,DRV_0224,12.44,7.3,67.8,73.6
DEL_004096,ORD_004463,DRV_0077,7.16,37.4,77.5,72.9
DEL_004097,ORD_004464,DRV_0232,8.9,27.8,48.8,54.3
DEL_004098,ORD_004465,DRV_0262,5.63,10.2,41.3,42.5
DEL_004099,ORD_004466,DRV_0196,10.06,14.5,51.0,61.0
DEL_004100,ORD_004467,DRV_0293,6.63,9.5,44.7,44.3
DEL_004101,ORD_004468,DRV_0259,2.7,16.0,20.7,25.6
DEL_004102,ORD_004469,DRV_0233,6.94,29.0,77.7,76.4
DEL_004103,ORD_004470,DRV_0268,6.0,19.8,48.1,43.1
DEL_004104,ORD_004471,DRV_0089,7.32,23.8,59.8,57.9
DEL_004105,ORD_004472,DRV_0076,8.51,24.1,68.1,62.2
DEL_004106,ORD_004473,DRV_0221,3.5,21.7,36.1,39.6
DEL_004107,ORD_004474,DRV_0095,1.17,31.9,42.2,50.7
DEL_004108,ORD_004475,DRV_0252,4.4,19.8,37.9,45.2
DEL_004109,ORD_004476,DRV_0145,18.38,18.1,98.2,99.2
DEL_004110,ORD_004477,DRV_0153,6.61,14.4,48.8,52.7
DEL_004111,ORD_004479,DRV_0040,12.55,25.0,82.8,76.1
DEL_004112,ORD_004480,DRV_0251,10.02,40.4,87.5,81.0
DEL_004113,ORD_004481,DRV_0076,2.83,24.5,37.7,35.7
DEL_004114,ORD_004482,DRV_0230,11.23,14.1,53.2,60.4
DEL_004115,ORD_004483,DRV_0188,12.44,27.7,74.1,79.3
DEL_004116,ORD_004484,DRV_0172,6.62,28.0,57.7,61.1
DEL_004117,ORD_004486,DRV_0251,2.54,9.3,30.1,25.1
DEL_004118,ORD_004487,DRV_0067,7.44,15.7,44.2,43.1
DEL_004119,ORD_004488,DRV_0093,1.58,23.7,39.3,33.8
DEL_004120,ORD_004489,DRV_0072,3.85,32.8,46.5,53.5
DEL_004121,ORD_004490,DRV_0087,16.41,31.2,139.4,134.5
DEL_004122,ORD_004491,DRV_0154,6.97,21.1,57.0,63.7
DEL_004123,ORD_004493,DRV_0190,9.94,13.3,59.7,58.5
DEL_004124,ORD_004494,DRV_0017,8.13,19.5,58.2,57.2
DEL_004125,ORD_004495,DRV_0037,4.59,36.7,68.5,60.7
DEL_004126,ORD_004496,DRV_0265,1.71,22.6,21.6,26.2
DEL_004127,ORD_004497,DRV_0142,7.43,24.2,66.1,67.6
DEL_004128,ORD_004498,DRV_0114,1.89,15.3,26.0,23.7
DEL_004129,ORD_004499,DRV_0135,5.11,17.7,40.5,46.3
DEL_004130,ORD_004500,DRV_0293,3.74,15.0,35.4,30.7
DEL_004131,ORD_004502,DRV_0048,2.88,27.1,33.4,40.7
DEL_004132,ORD_004503,DRV_0195,5.82,31.3,56.9,55.5
DEL_004133,ORD_004504,DRV_0080,1.31,18.4,17.0,19.2
DEL_004134,ORD_004505,DRV_0289,2.19,16.5,31.8,36.5
DEL_004135,ORD_004506,DRV_0096,3.24,22.4,38.0,31.7
DEL_004136,ORD_004507,DRV_0105,2.66,19.6,44.1,45.1
DEL_004137,ORD_004508,DRV_0221,6.14,27.8,45.4,48.6
DEL_004138,ORD_004509,DRV_0013,4.65,24.5,68.1,63.1
DEL_004139,ORD_004510,DRV_0124,3.22,15.7,36.6,36.1
DEL_004140,ORD_004511,DRV_0047,3.12,22.3,36.5,34.4
DEL_004141,ORD_004512,DRV_0239,8.91,8.9,94.7,84.7
DEL_004142,ORD_004513,DRV_0014,2.27,11.2,19.9,20.3
DEL_004143,ORD_004516,DRV_0252,7.57,28.3,61.0,57.3
DEL_004144,ORD_004517,DRV_0208,7.64,24.8,71.1,72.1
DEL_004145,ORD_004518,DRV_0005,7.27,22.7,70.8,56.1
DEL_004146,ORD_004519,DRV_0276,3.21,12.8,23.5,24.8
DEL_004147,ORD_004520,DRV_0017,5.28,20.7,45.5,46.7
DEL_004148,ORD_004521,DRV_0207,4.17,33.1,66.4,56.9
DEL_004149,ORD_004522,DRV_0192,10.47,26.4,104.2,105.0
DEL_004150,ORD_004523,DRV_0044,4.97,22.9,48.4,44.1
DEL_004151,ORD_004525,DRV_0139,5.52,15.9,45.0,48.4
DEL_004152,ORD_004526,DRV_0068,8.78,22.0,84.7,78.4
DEL_004153,ORD_004527,DRV_0114,3.52,33.9,40.0,40.7
DEL_004154,ORD_004528,DRV_0279,3.97,32.0,47.2,45.0
DEL_004155,ORD_004529,DRV_0267,4.56,28.2,47.8,46.4
DEL_004156,ORD_004530,DRV_0178,6.48,5.0,36.7,35.1
DEL_004157,ORD_004531,DRV_0089,0.78,27.0,32.2,30.8
DEL_004158,ORD_004532,DRV_0025,4.87,26.6,44.6,48.1
DEL_004159,ORD_004533,DRV_0104,3.35,16.1,30.9,32.9
DEL_004160,ORD_004534,DRV_0124,2.01,15.5,16.7,15.1
DEL_004161,ORD_004535,DRV_0219,3.07,16.8,30.6,33.9
DEL_004162,ORD_004536,DRV_0135,1.96,24.7,31.6,30.9
DEL_004163,ORD_004537,DRV_0020,5.05,22.8,55.4,54.2
DEL_004164,ORD_004538,DRV_0299,3.68,19.2,26.0,30.4
DEL_004165,ORD_004539,DRV_0195,8.97,13.4,49.8,51.3
DEL_004166,ORD_004540,DRV_0028,3.99,23.7,30.9,31.4
DEL_004167,ORD_004541,DRV_0099,9.24,12.3,54.2,52.0
DEL_004168,ORD_004542,DRV_0294,12.56,29.3,72.9,68.9
DEL_004169,ORD_004543,DRV_0093,1.1,22.0,19.3,19.9
DEL_004170,ORD_004544,DRV_0203,5.17,27.9,44.4,47.9
DEL_004171,ORD_004545,DRV_0281,7.74,11.7,53.5,60.2
DEL_004172,ORD_004546,DRV_0224,4.23,19.9,33.6,43.0
