payment_id,order_id,payment_method,payment_status,transaction_amount
PAY_004909,ORD_004909,UPI,Successful,273.89
PAY_004910,ORD_004910,Debit Card,Successful,464.73
PAY_004911,ORD_004911,Debit Card,Failed,474.35
PAY_004912,ORD_004912,UPI,Failed,215.79
PAY_004913,ORD_004913,Credit Card,Successful,111.61
PAY_004914,ORD_004914,UPI,Refunded,808.63
PAY_004915,ORD_004915,UPI,Successful,158.32
PAY_004916,ORD_004916,UPI,Successful,267.38
PAY_004917,ORD_004917,Debit Card,Successful,149.45
PAY_004918,ORD_004918,UPI,Successful,315.67
PAY_004919,ORD_004919,UPI,Successful,446.53
PAY_004920,ORD_004920,Credit Card,Refunded,190.8
PAY_004921,ORD_004921,Debit Card,Successful,384.17
PAY_004922,ORD_004922,UPI,Successful,467.31
PAY_004923,ORD_004923,Credit Card,Successful,363.83
PAY_004924,ORD_004924,UPI,Successful,129.89
PAY_004925,ORD_004925,Debit Card,Successful,1508.97
PAY_004926,ORD_004926,UPI,Successful,1117.7
PAY_004927,ORD_004927,Debit Card,Failed,282.03
PAY_004928,ORD_004928,Debit Card,Successful,747.02
PAY_004929,ORD_004929,Debit Card,Successful,240.05
PAY_004930,ORD_004930,UPI,Successful,440.85
PAY_004931,ORD_004931,Wallet,Successful,807.75
PAY_004932,ORD_004932,UPI,Successful,406.76
PAY_004933,ORD_004933,UPI,Successful,240.22
PAY_004934,ORD_004934,UPI,Successful,111.87
PAY_004935,ORD_004935,Wallet,Successful,864.44
PAY_004936,ORD_004936,UPI,Successful,323.96
PAY_004937,ORD_004937,UPI,Successful,214.82
PAY_004938,ORD_004938,UPI,Successful,934.31
PAY_004939,ORD_004939,UPI,Successful,245.63
PAY_004940,ORD_004940,Wallet,Successful,80.0
PAY_004941,ORD_004941,UPI,Successful,1971.82
PAY_004942,ORD_004942,Credit Card,Successful,81.63
PAY_004943,ORD_004943,Debit Card,Successful,473.63
PAY_004944,ORD_004944,UPI,Refunded,140.17
PAY_004945,ORD_004945,Credit Card,Failed,250.21
PAY_004946,ORD_004946,UPI,Successful,248.67
PAY_004947,ORD_004947,Wallet,Successful,427.29
PAY_004948,ORD_004948,UPI,Successful,318.43
PAY_004949,ORD_004949,Credit Card,Successful,1321.56
PAY_004950,ORD_004950,UPI,Successful,767.12
PAY_004951,ORD_004951,UPI,Refunded,476.37
PAY_004952,ORD_004952,Wallet,Successful,369.27
PAY_004953,ORD_004953,UPI,Successful,80.0
PAY_004954,ORD_004954,UPI,Successful,1445.67
PAY_004955,ORD_004955,Debit Card,Successful,809.37
PAY_004956,ORD_004956,UPI,Successful,1348.19
PAY_004957,ORD_004957,Credit Card,Successful,322.93
PAY_004958,ORD_004958,UPI,Successful,161.33
PAY_004959,ORD_004959,UPI,Successful,264.62
PAY_004960,ORD_004960,UPI,Successful,812.17
PAY_004961,ORD_004961,Credit Card,Successful,409.86
PAY_004962,ORD_004962,UPI,Successful,307.29
PAY_004963,ORD_004963,UPI,Successful,431.8
PAY_004964,ORD_004964,Credit Card,Successful,556.3
PAY_004965,ORD_004965,Wallet,Successful,495.71
PAY_004966,ORD_004966,UPI,Successful,146.29
PAY_004967,ORD_004967,UPI,Failed,768.41
PAY_004968,ORD_004968,Debit Card,Refunded,489.36
PAY_004969,ORD_004969,UPI,Successful,764.17
PAY_004970,ORD_004970,Credit Card,Successful,569.94
PAY_004971,ORD_004971,UPI,Successful,323.41
PAY_004972,ORD_004972,UPI,Successful,450.78
PAY_004973,ORD_004973,Credit Card,Successful,100.18
PAY_004974,ORD_004974,Credit Card,Successful,322.42
PAY_004975,ORD_004975,Debit Card,Failed,323.33
PAY_004976,ORD_004976,Debit Card,Successful,115.44
PAY_004977,ORD_004977,UPI,Successful,358.29
PAY_004978,ORD_004978,UPI,Successful,80.0
PAY_004979,ORD_004979,UPI,Successful,1088.13
PAY_004980,ORD_004980,Debit Card,Refunded,257.5
PAY_004981,ORD_004981,Cash,Successful,295.62
PAY_004982,ORD_004982,Debit Card,Successful,415.1
PAY_004983,ORD_004983,UPI,Successful,1127.9
PAY_004984,ORD_004984,Debit Card,Successful,2342.18
PAY_004985,ORD_004985,Debit Card,Successful,2790.65
PAY_004986,ORD_004986,Debit Card,Successful,238.64
PAY_004987,ORD_004987,UPI,Successful,197.39
PAY_004988,ORD_004988,Debit Card,Failed,869.52
PAY_004989,ORD_004989,UPI,Successful,216.84
PAY_004990,ORD_004990,UPI,Successful,871.89
PAY_004991,ORD_004991,UPI,Successful,1022.41
PAY_004992,ORD_004992,Wallet,Successful,434.38
PAY_004993,ORD_004993,Credit Card,Successful,322.32
PAY_004994,ORD_004994,Wallet,Successful,304.11
PAY_004995,ORD_004995,UPI,Successful,320.38
PAY_004996,ORD_004996,UPI,Refunded,440.85
PAY_004997,ORD_004997,UPI,Successful,219.25
PAY_004998,ORD_004998,UPI,Successful,147.87
PAY_004999,ORD_004999,UPI,Successful,169.28
PAY_005000,ORD_005000,UPI,Successful,500.66
PAY_005001,ORD_005001,UPI,Successful,1035.41
PAY_005002,ORD_005002,Credit Card,Successful,1378.58
PAY_005003,ORD_005003,Wallet,Successful,144.94
PAY_005004,ORD_005004,UPI,Successful,313.52
PAY_005005,ORD_005005,UPI,Successful,485.78
PAY_005006,ORD_005006,Credit Card,Successful,798.9
PAY_005007,ORD_005007,UPI,Successful,265.0
PAY_005008,ORD_005008,UPI,Successful,805.42
PAY_005009,ORD_005009,UPI,Successful,2121.9
PAY_005010,ORD_005010,Wallet,Successful,316.14
PAY_005011,ORD_005011,UPI,Successful,270.88
PAY_005012,ORD_005012,UPI,Successful,1824.89
PAY_005013,ORD_005013,UPI,Failed,126.3
PAY_005014,ORD_005014,UPI,Successful,1102.97
PAY_005015,ORD_005015,Cash,Successful,405.23
PAY_005016,ORD_005016,UPI,Successful,357.23
PAY_005017,ORD_005017,UPI,Successful,387.84
PAY_005018,ORD_005018,Cash,Successful,480.72
PAY_005019,ORD_005019,UPI,Successful,295.51
PAY_005020,ORD_005020,Debit Card,Successful,280.95
PAY_005021,ORD_005021,UPI,Successful,397.07
PAY_005022,ORD_005022,UPI,Successful,466.38
PAY_005023,ORD_005023,UPI,Successful,220.04
PAY_005024,ORD_005024,Cash,Successful,183.25
PAY_005025,ORD_005025,Debit Card,Successful,513.93
PAY_005026,ORD_005026,UPI,Successful,755.4
PAY_005027,ORD_005027,Cash,Successful,381.64
PAY_005028,ORD_005028,UPI,Successful,312.38
PAY_005029,ORD_005029,Credit Card,Successful,368.68
PAY_005030,ORD_005030,Cash,Successful,526.61
PAY_005031,ORD_005031,Credit Card,Successful,134.58
PAY_005032,ORD_005032,UPI,Successful,979.74
PAY_005033,ORD_005033,Debit Card,Successful,298.79
PAY_005034,ORD_005034,Wallet,Successful,1110.77
PAY_005035,ORD_005035,Cash,Successful,430.22
PAY_005036,ORD_005036,Cash,Successful,1421.24
PAY_005037,ORD_005037,UPI,Successful,589.64
PAY_005038,ORD_005038,Debit Card,Successful,461.2
PAY_005039,ORD_005039,Debit Card,Successful,388.18
PAY_005040,ORD_005040,UPI,Successful,115.48
PAY_005041,ORD_005041,Credit Card,Failed,5000.0
PAY_005042,ORD_005042,Credit Card,Successful,631.48
PAY_005043,ORD_005043,UPI,Successful,5000.0
PAY_005044,ORD_005044,Wallet,Successful,569.91
PAY_005045,ORD_005045,UPI,Successful,202.02
PAY_005046,ORD_005046,UPI,Successful,591.97
PAY_005047,ORD_005047,UPI,Successful,676.57
PAY_005048,ORD_005048,Cash,Successful,1970.22
PAY_005049,ORD_005049,UPI,Successful,80.0
PAY_005050,ORD_005050,UPI,Successful,1273.96
PAY_005051,ORD_005051,UPI,Successful,141.43
PAY_005052,ORD_005052,Wallet,Successful,727.26
PAY_005053,ORD_005053,Debit Card,Successful,559.26
PAY_005054,ORD_005054,UPI,Failed,202.24
PAY_005055,ORD_005055,Credit Card,Successful,253.03
PAY_005056,ORD_005056,Wallet,Successful,487.51
PAY_005057,ORD_005057,UPI,Successful,1857.75
PAY_005058,ORD_005058,UPI,Successful,322.16
PAY_005059,ORD_005059,UPI,Successful,80.0
PAY_005060,ORD_005060,Wallet,Successful,411.58
PAY_005061,ORD_005061,UPI,Successful,135.43
PAY_005062,ORD_005062,UPI,Successful,191.49
PAY_005063,ORD_005063,Wallet,Successful,414.02
PAY_005064,ORD_005064,Credit Card,Successful,1145.86
PAY_005065,ORD_005065,Wallet,Successful,282.1
PAY_005066,ORD_005066,Wallet,Successful,729.31
PAY_005067,ORD_005067,Credit Card,Successful,3359.57
PAY_005068,ORD_005068,UPI,Successful,1053.09
PAY_005069,ORD_005069,UPI,Successful,2111.71
PAY_005070,ORD_005070,UPI,Successful,287.35
PAY_005071,ORD_005071,UPI,Successful,247.89
PAY_005072,ORD_005072,UPI,Refunded,1969.24
PAY_005073,ORD_005073,UPI,Successful,671.26
PAY_005074,ORD_005074,Debit Card,Successful,832.92
PAY_005075,ORD_005075,UPI,Successful,981.4
PAY_005076,ORD_005076,UPI,Successful,1282.6
PAY_005077,ORD_005077,Wallet,Successful,852.64
PAY_005078,ORD_005078,Wallet,Successful,1152.88
PAY_005079,ORD_005079,UPI,Successful,838.34
PAY_005080,ORD_005080,UPI,Successful,95.34
PAY_005081,ORD_005081,UPI,Failed,288.32
PAY_005082,ORD_005082,Wallet,Successful,1301.35
PAY_005083,ORD_005083,UPI,Successful,179.33
PAY_005084,ORD_005084,Wallet,Successful,180.41
PAY_005085,ORD_005085,UPI,Successful,497.19
PAY_005086,ORD_005086,UPI,Successful,1124.46
PAY_005087,ORD_005087,UPI,Successful,329.34
PAY_005088,ORD_005088,Debit Card,Successful,903.09
PAY_005089,ORD_005089,Debit Card,Successful,1058.54
PAY_005090,ORD_005090,UPI,Successful,796.89
PAY_005091,ORD_005091,Debit Card,Successful,478.17
PAY_005092,ORD_005092,UPI,Successful,368.17
PAY_005093,ORD_005093,UPI,Successful,570.17
PAY_005094,ORD_005094,Debit Card,Failed,834.56
PAY_005095,ORD_005095,UPI,Successful,420.73
PAY_005096,ORD_005096,UPI,Successful,734.45
PAY_005097,ORD_005097,UPI,Successful,364.62
PAY_005098,ORD_005098,UPI,Successful,1446.62
PAY_005099,ORD_005099,Credit Card,Refunded,610.25
PAY_005100,ORD_005100,Credit Card,Successful,5000.0
PAY_005101,ORD_005101,UPI,Successful,216.65
PAY_005102,ORD_005102,Credit Card,Failed,1314.07
PAY_005103,ORD_005103,Cash,Successful,583.3
PAY_005104,ORD_005104,UPI,Successful,786.48
PAY_005105,ORD_005105,UPI,Successful,262.02
PAY_005106,ORD_005106,UPI,Successful,839.61
PAY_005107,ORD_005107,UPI,Successful,123.53
PAY_005108,ORD_005108,UPI,Failed,4225.48
PAY_005109,ORD_005109,UPI,Refunded,490.47
PAY_005110,ORD_005110,UPI,Successful,309.16
PAY_005111,ORD_005111,UPI,Successful,388.66
PAY_005112,ORD_005112,Credit Card,Successful,491.14
PAY_005113,ORD_005113,Wallet,Successful,617.29
PAY_005114,ORD_005114,Credit Card,Successful,257.78
PAY_005115,ORD_005115,Credit Card,Successful,829.35
PAY_005116,ORD_005116,Wallet,Successful,395.4
PAY_005117,ORD_005117,Cash,Successful,3854.93
PAY_005118,ORD_005118,UPI,Successful,639.28
PAY_005119,ORD_005119,Credit Card,Successful,515.46
PAY_005120,ORD_005120,UPI,Successful,2626.18
PAY_005121,ORD_005121,Credit Card,Successful,128.97
PAY_005122,ORD_005122,UPI,Successful,370.19
PAY_005123,ORD_005123,UPI,Successful,143.51
PAY_005124,ORD_005124,Credit Card,Successful,143.98
PAY_005125,ORD_005125,Credit Card,Failed,183.38
PAY_005126,ORD_005126,UPI,Successful,177.19
PAY_005127,ORD_005127,Wallet,Successful,353.94
PAY_005128,ORD_005128,Debit Card,Successful,200.05
PAY_005129,ORD_005129,UPI,Successful,422.5
PAY_005130,ORD_005130,Credit Card,Successful,736.46
PAY_005131,ORD_005131,UPI,Successful,2055.04
PAY_005132,ORD_005132,UPI,Successful,501.53
PAY_005133,ORD_005133,Wallet,Successful,2909.72
PAY_005134,ORD_005134,Wallet,Successful,376.13
PAY_005135,ORD_005135,UPI,Successful,495.98
PAY_005136,ORD_005136,UPI,Successful,214.02
PAY_005137,ORD_005137,Debit Card,Successful,80.0
PAY_005138,ORD_005138,Debit Card,Successful,327.48
PAY_005139,ORD_005139,UPI,Successful,613.07
PAY_005140,ORD_005140,UPI,Successful,1761.89
PAY_005141,ORD_005141,Credit Card,Successful,1848.17
PAY_005142,ORD_005142,Wallet,Successful,1209.42
PAY_005143,ORD_005143,UPI,Successful,716.18
PAY_005144,ORD_005144,Debit Card,Successful,839.33
PAY_005145,ORD_005145,UPI,Successful,523.53
PAY_005146,ORD_005146,Credit Card,Successful,473.43
PAY_005147,ORD_005147,Credit Card,Successful,191.36
PAY_005148,ORD_005148,Cash,Successful,203.89
PAY_005149,ORD_005149,UPI,Successful,330.79
PAY_005150,ORD_005150,UPI,Successful,968.21
PAY_005151,ORD_005151,Credit Card,Successful,307.45
PAY_005152,ORD_005152,Cash,Successful,1264.45
PAY_005153,ORD_005153,Credit Card,Successful,1297.58
PAY_005154,ORD_005154,UPI,Refunded,160.68
PAY_005155,ORD_005155,Debit Card,Successful,1065.41
PAY_005156,ORD_005156,Credit Card,Successful,139.27
PAY_005157,ORD_005157,UPI,Successful,183.68
PAY_005158,ORD_005158,UPI,Successful,811.77
PAY_005159,ORD_005159,Credit Card,Successful,482.33
PAY_005160,ORD_005160,Debit Card,Successful,293.3
PAY_005161,ORD_005161,Wallet,Successful,972.78
PAY_005162,ORD_005162,UPI,Successful,170.42
PAY_005163,ORD_005163,UPI,Successful,2008.8
PAY_005164,ORD_005164,UPI,Successful,128.47
PAY_005165,ORD_005165,UPI,Successful,309.99
PAY_005166,ORD_005166,Cash,Successful,252.48
PAY_005167,ORD_005167,UPI,Successful,500.68
PAY_005168,ORD_005168,UPI,Successful,129.76
PAY_005169,ORD_005169,Debit Card,Successful,335.09
PAY_005170,ORD_005170,UPI,Successful,97.32
PAY_005171,ORD_005171,UPI,Successful,868.21
PAY_005172,ORD_005172,UPI,Successful,821.33
PAY_005173,ORD_005173,UPI,Successful,471.34
PAY_005174,ORD_005174,UPI,Successful,1291.68
PAY_005175,ORD_005175,UPI,Successful,189.73
PAY_005176,ORD_005176,UPI,Successful,1423.48
PAY_005177,ORD_005177,UPI,Successful,538.45
PAY_005178,ORD_005178,UPI,Successful,576.1
PAY_005179,ORD_005179,Debit Card,Successful,173.74
PAY_005180,ORD_005180,UPI,Successful,564.86
PAY_005181,ORD_005181,Credit Card,Successful,1824.58
PAY_005182,ORD_005182,Credit Card,Successful,80.0
PAY_005183,ORD_005183,Credit Card,Successful,449.94
PAY_005184,ORD_005184,Debit Card,Successful,103.38
PAY_005185,ORD_005185,UPI,Successful,3189.74
PAY_005186,ORD_005186,UPI,Successful,1591.99
PAY_005187,ORD_005187,UPI,Successful,312.87
PAY_005188,ORD_005188,Debit Card,Successful,589.66
PAY_005189,ORD_005189,UPI,Successful,998.01
PAY_005190,ORD_005190,Debit Card,Successful,324.33
PAY_005191,ORD_005191,UPI,Successful,390.46
PAY_005192,ORD_005192,Wallet,Successful,444.77
PAY_005193,ORD_005193,UPI,Successful,214.04
PAY_005194,ORD_005194,UPI,Successful,301.18
PAY_005195,ORD_005195,UPI,Successful,1856.13
PAY_005196,ORD_005196,UPI,Successful,1105.5
PAY_005197,ORD_005197,Credit Card,Successful,497.15
PAY_005198,ORD_005198,Credit Card,Successful,137.93
PAY_005199,ORD_005199,Credit Card,Successful,1297.21
PAY_005200,ORD_005200,Cash,Successful,483.94
PAY_005201,ORD_005201,UPI,Successful,128.65
PAY_005202,ORD_005202,UPI,Successful,80.0
PAY_005203,ORD_005203,Debit Card,Successful,235.0
PAY_005204,ORD_005204,Cash,Successful,89.59
PAY_005205,ORD_005205,Credit Card,Successful,997.24
PAY_005206,ORD_005206,Wallet,Successful,764.7
PAY_005207,ORD_005207,Wallet,Successful,707.39
PAY_005208,ORD_005208,Debit Card,Successful,349.13
PAY_005209,ORD_005209,Wallet,Successful,132.26
PAY_005210,ORD_005210,Credit Card,Successful,833.83
PAY_005211,ORD_005211,UPI,Successful,1014.3
PAY_005212,ORD_005212,UPI,Failed,198.35
PAY_005213,ORD_005213,Credit Card,Successful,414.33
PAY_005214,ORD_005214,Cash,Failed,246.26
PAY_005215,ORD_005215,UPI,Successful,467.24
PAY_005216,ORD_005216,Credit Card,Successful,489.5
PAY_005217,ORD_005217,UPI,Successful,848.79
PAY_005218,ORD_005218,UPI,Successful,650.23
PAY_005219,ORD_005219,UPI,Successful,1074.57
PAY_005220,ORD_005220,Debit Card,Successful,395.56
PAY_005221,ORD_005221,Cash,Successful,171.32
PAY_005222,ORD_005222,UPI,Successful,1715.74
PAY_005223,ORD_005223,UPI,Successful,150.34
PAY_005224,ORD_005224,UPI,Successful,261.29
PAY_005225,ORD_005225,Debit Card,Successful,374.01
PAY_005226,ORD_005226,UPI,Successful,797.31
PAY_005227,ORD_005227,Debit Card,Successful,80.0
PAY_005228,ORD_005228,Debit Card,Successful,342.45
PAY_005229,ORD_005229,UPI,Successful,95.22
PAY_005230,ORD_005230,UPI,Successful,127.42
PAY_005231,ORD_005231,UPI,Successful,180.57
PAY_005232,ORD_005232,Wallet,Successful,80.0
PAY_005233,ORD_005233,UPI,Successful,3180.13
PAY_005234,ORD_005234,UPI,Successful,298.14
PAY_005235,ORD_005235,Credit Card,Successful,87.1
PAY_005236,ORD_005236,Credit Card,Successful,2910.21
PAY_005237,ORD_005237,Credit Card,Successful,147.78
PAY_005238,ORD_005238,Wallet,Successful,568.18
PAY_005239,ORD_005239,Wallet,Successful,524.13
PAY_005240,ORD_005240,Debit Card,Successful,126.12
PAY_005241,ORD_005241,UPI,Successful,98.78
PAY_005242,ORD_005242,UPI,Successful,471.74
PAY_005243,ORD_005243,Debit Card,Successful,231.39
PAY_005244,ORD_005244,UPI,Successful,773.63
PAY_005245,ORD_005245,Debit Card,Successful,479.69
PAY_005246,ORD_005246,UPI,Successful,668.69
PAY_005247,ORD_005247,UPI,Successful,489.12
PAY_005248,ORD_005248,UPI,Successful,1229.67
PAY_005249,ORD_005249,UPI,Successful,697.15
PAY_005250,ORD_005250,Credit Card,Failed,1203.09
PAY_005251,ORD_005251,UPI,Successful,339.99
PAY_005252,ORD_005252,Debit Card,Successful,1018.92
PAY_005253,ORD_005253,UPI,Successful,107.24
PAY_005254,ORD_005254,Debit Card,Successful,441.82
PAY_005255,ORD_005255,UPI,Successful,126.05
PAY_005256,ORD_005256,UPI,Successful,1817.55
PAY_005257,ORD_005257,UPI,Successful,515.71
PAY_005258,ORD_005258,UPI,Successful,1188.02
PAY_005259,ORD_005259,UPI,Successful,96.48
PAY_005260,ORD_005260,Credit Card,Successful,1170.05
PAY_005261,ORD_005261,UPI,Successful,113.23
PAY_005262,ORD_005262,Credit Card,Successful,5000.0
PAY_005263,ORD_005263,UPI,Successful,80.0
PAY_005264,ORD_005264,UPI,Successful,1468.63
PAY_005265,ORD_005265,UPI,Successful,94.01
PAY_005266,ORD_005266,Credit Card,Refunded,88.0
PAY_005267,ORD_005267,UPI,Successful,406.03
PAY_005268,ORD_005268,Debit Card,Successful,168.36
PAY_005269,ORD_005269,UPI,Successful,2764.77
PAY_005270,ORD_005270,UPI,Successful,398.22
PAY_005271,ORD_005271,Credit Card,Successful,985.53
PAY_005272,ORD_005272,UPI,Refunded,196.64
PAY_005273,ORD_005273,Wallet,Refunded,696.33
PAY_005274,ORD_005274,UPI,Successful,783.62
PAY_005275,ORD_005275,Cash,Successful,985.21
PAY_005276,ORD_005276,UPI,Successful,1129.95
PAY_005277,ORD_005277,UPI,Successful,316.51
PAY_005278,ORD_005278,UPI,Successful,770.6
PAY_005279,ORD_005279,UPI,Successful,258.8
PAY_005280,ORD_005280,UPI,Successful,173.97
PAY_005281,ORD_005281,UPI,Successful,88.21
PAY_005282,ORD_005282,UPI,Successful,1122.14
PAY_005283,ORD_005283,Credit Card,Successful,402.32
PAY_005284,ORD_005284,Credit Card,Successful,126.67
PAY_005285,ORD_005285,Debit Card,Successful,1397.77
PAY_005286,ORD_005286,Credit Card,Successful,140.62
PAY_005287,ORD_005287,Debit Card,Successful,305.95
PAY_005288,ORD_005288,Wallet,Successful,1163.28
PAY_005289,ORD_005289,UPI,Failed,244.69
PAY_005290,ORD_005290,Wallet,Successful,1147.17
PAY_005291,ORD_005291,Wallet,Successful,241.01
PAY_005292,ORD_005292,UPI,Successful,826.08
PAY_005293,ORD_005293,UPI,Successful,322.41
PAY_005294,ORD_005294,UPI,Successful,626.28
PAY_005295,ORD_005295,Credit Card,Successful,406.28
PAY_005296,ORD_005296,UPI,Refunded,877.18
PAY_005297,ORD_005297,Debit Card,Successful,573.32
PAY_005298,ORD_005298,Debit Card,Successful,551.65
PAY_005299,ORD_005299,UPI,Successful,2001.23
PAY_005300,ORD_005300,UPI,Successful,477.22
PAY_005301,ORD_005301,UPI,Successful,178.31
PAY_005302,ORD_005302,UPI,Successful,242.45
PAY_005303,ORD_005303,UPI,Failed,1161.58
PAY_005304,ORD_005304,UPI,Successful,493.21
PAY_005305,ORD_005305,UPI,Successful,376.25
PAY_005306,ORD_005306,UPI,Successful,221.04
PAY_005307,ORD_005307,UPI,Successful,106.98
PAY_005308,ORD_005308,Credit Card,Successful,450.42
PAY_005309,ORD_005309,UPI,Successful,1915.67
PAY_005310,ORD_005310,Debit Card,Successful,670.87
PAY_005311,ORD_005311,UPI,Successful,2258.44
PAY_005312,ORD_005312,UPI,Successful,80.0
PAY_005313,ORD_005313,Debit Card,Successful,634.84
PAY_005314,ORD_005314,UPI,Successful,719.99
PAY_005315,ORD_005315,Cash,Successful,533.51
PAY_005316,ORD_005316,UPI,Successful,675.46
PAY_005317,ORD_005317,UPI,Successful,360.81
PAY_005318,ORD_005318,Debit Card,Successful,460.79
PAY_005319,ORD_005319,Credit Card,Successful,586.16
PAY_005320,ORD_005320,Credit Card,Successful,674.01
PAY_005321,ORD_005321,UPI,Successful,243.69
PAY_005322,ORD_005322,UPI,Successful,240.54
PAY_005323,ORD_005323,UPI,Refunded,256.22
PAY_005324,ORD_005324,UPI,Successful,3512.75
PAY_005325,ORD_005325,UPI,Successful,113.19
PAY_005326,ORD_005326,UPI,Successful,1146.43
PAY_005327,ORD_005327,UPI,Successful,106.61
PAY_005328,ORD_005328,UPI,Failed,786.24
PAY_005329,ORD_005329,Debit Card,Successful,246.74
PAY_005330,ORD_005330,UPI,Refunded,1649.09
PAY_005331,ORD_005331,Credit Card,Successful,539.31
PAY_005332,ORD_005332,Debit Card,Successful,550.33
PAY_005333,ORD_005333,UPI,Successful,547.3
PAY_005334,ORD_005334,UPI,Successful,301.37
PAY_005335,ORD_005335,UPI,Successful,551.42
PAY_005336,ORD_005336,UPI,Successful,273.63
PAY_005337,ORD_005337,UPI,Successful,615.19
PAY_005338,ORD_005338,Credit Card,Successful,194.21
PAY_005339,ORD_005339,UPI,Successful,413.77
PAY_005340,ORD_005340,UPI,Successful,1695.95
PAY_005341,ORD_005341,Cash,Successful,343.64
PAY_005342,ORD_005342,UPI,Successful,298.43
PAY_005343,ORD_005343,UPI,Successful,421.16
PAY_005344,ORD_005344,Debit Card,Successful,3558.14
PAY_005345,ORD_005345,UPI,Refunded,693.51
PAY_005346,ORD_005346,Debit Card,Successful,1509.88
PAY_005347,ORD_005347,Wallet,Successful,1535.89
PAY_005348,ORD_005348,Debit Card,Successful,501.2
PAY_005349,ORD_005349,Debit Card,Successful,1745.89
PAY_005350,ORD_005350,Debit Card,Successful,476.27
PAY_005351,ORD_005351,UPI,Refunded,815.26
PAY_005352,ORD_005352,UPI,Successful,1967.08
PAY_005353,ORD_005353,UPI,Successful,823.24
PAY_005354,ORD_005354,Wallet,Successful,197.93
PAY_005355,ORD_005355,UPI,Refunded,95.92
PAY_005356,ORD_005356,UPI,Successful,197.47
PAY_005357,ORD_005357,Credit Card,Successful,698.35
PAY_005358,ORD_005358,UPI,Successful,379.13
PAY_005359,ORD_005359,UPI,Successful,1099.27
PAY_005360,ORD_005360,Credit Card,Successful,409.14
PAY_005361,ORD_005361,Wallet,Successful,1058.18
PAY_005362,ORD_005362,Wallet,Successful,1780.1
PAY_005363,ORD_005363,Credit Card,Successful,2093.81
PAY_005364,ORD_005364,Debit Card,Successful,3790.89
PAY_005365,ORD_005365,Wallet,Successful,566.83
PAY_005366,ORD_005366,UPI,Successful,1281.24
PAY_005367,ORD_005367,Cash,Successful,192.89
PAY_005368,ORD_005368,UPI,Successful,319.86
PAY_005369,ORD_005369,UPI,Successful,80.0
PAY_005370,ORD_005370,Debit Card,Successful,1259.59
PAY_005371,ORD_005371,Debit Card,Successful,151.92
PAY_005372,ORD_005372,UPI,Successful,2942.94
PAY_005373,ORD_005373,UPI,Successful,247.36
PAY_005374,ORD_005374,Credit Card,Refunded,157.68
PAY_005375,ORD_005375,Credit Card,Refunded,775.55
PAY_005376,ORD_005376,Wallet,Successful,714.31
PAY_005377,ORD_005377,UPI,Successful,396.59
PAY_005378,ORD_005378,Wallet,Successful,89.31
PAY_005379,ORD_005379,Credit Card,Successful,326.25
PAY_005380,ORD_005380,UPI,Failed,3802.79
PAY_005381,ORD_005381,UPI,Successful,1328.59
PAY_005382,ORD_005382,UPI,Successful,471.2
PAY_005383,ORD_005383,UPI,Refunded,659.85
PAY_005384,ORD_005384,UPI,Successful,362.33
PAY_005385,ORD_005385,Debit Card,Successful,759.79
PAY_005386,ORD_005386,Debit Card,Successful,261.68
PAY_005387,ORD_005387,Credit Card,Successful,321.43
PAY_005388,ORD_005388,UPI,Successful,341.01
PAY_005389,ORD_005389,Credit Card,Successful,2904.44
PAY_005390,ORD_005390,UPI,Failed,613.43
PAY_005391,ORD_005391,Credit Card,Refunded,706.65
PAY_005392,ORD_005392,Wallet,Successful,361.97
PAY_005393,ORD_005393,UPI,Successful,130.09
PAY_005394,ORD_005394,UPI,Successful,681.85
PAY_005395,ORD_005395,UPI,Successful,260.06
PAY_005396,ORD_005396,UPI,Successful,433.64
PAY_005397,ORD_005397,Debit Card,Successful,507.9
PAY_005398,ORD_005398,Wallet,Successful,469.93
PAY_005399,ORD_005399,UPI,Refunded,2111.67
PAY_005400,ORD_005400,Credit Card,Successful,2018.51
PAY_005401,ORD_005401,UPI,Successful,704.19
PAY_005402,ORD_005402,UPI,Successful,92.49
PAY_005403,ORD_005403,Wallet,Successful,178.53
PAY_005404,ORD_005404,Credit Card,Successful,3113.76
PAY_005405,ORD_005405,UPI,Successful,887.59
PAY_005406,ORD_005406,UPI,Successful,450.05
PAY_005407,ORD_005407,Credit Card,Successful,208.06
PAY_005408,ORD_005408,UPI,Successful,289.97
PAY_005409,ORD_005409,Credit Card,Successful,449.35
PAY_005410,ORD_005410,UPI,Successful,706.7
PAY_005411,ORD_005411,Debit Card,Successful,409.96
PAY_005412,ORD_005412,UPI,Successful,3793.0
PAY_005413,ORD_005413,UPI,Successful,956.04
PAY_005414,ORD_005414,Debit Card,Successful,96.15
PAY_005415,ORD_005415,Debit Card,Successful,696.23
PAY_005416,ORD_005416,Debit Card,Successful,326.26
PAY_005417,ORD_005417,UPI,Successful,394.42
PAY_005418,ORD_005418,UPI,Successful,663.52
PAY_005419,ORD_005419,UPI,Successful,2048.83
PAY_005420,ORD_005420,UPI,Successful,721.1
PAY_005421,ORD_005421,UPI,Successful,1860.92
PAY_005422,ORD_005422,UPI,Successful,440.46
PAY_005423,ORD_005423,Wallet,Successful,2584.19
PAY_005424,ORD_005424,UPI,Successful,265.03
PAY_005425,ORD_005425,UPI,Successful,199.9
PAY_005426,ORD_005426,Cash,Successful,1221.68
